series,name,year,era,colors,actors
2,J.A.K.Q Dengekitai,1977,Showa,"["red","blue","pink","green","white"]","{"red":"Yoshitaka Tanba","blue":"Tairayama Itou","pink":"Mitchi Love","green":"Yuusuke Kazato","white":"Hiroshi Miyauchi"}"
